sentiment,content
hate,b happy birthday month I only get a day but you deserve the whole month
fun,b guessing Ran  miles amp gym Superman you  oxox
surprise,bWow the  vicodin must have worked I over slept Better get updating BJADAYcom or I will not have a job
neutral,b oh and thanks for the help
happiness,b that is a great remix of it Double Wow
neutral,b im bloggin right nowwill do later
happiness,b Hahaaaha
happiness,bif you want info on ecomonday check out  amp follow   Its like followfriday but green amp monday
worry,b LOL Just remember how it was after my car accident
neutral,b haha   yall should REALLY hurry up and announce AUSTRALIAN tour dates its been  freaking MONTHS 
neutral,bon my way to work late as usual
fun,b Sure its easier to login every day and make posts as an admin or mod but ill try
love,b would like to order quotElDonS quotTheStrat and quotschweigi
neutral,bMade a seamless connection to Toro Toro Quebec Two
happiness,b i will thanks
worry,b I know we need it but Im not a fan of daily rainhumidity amp Im a native Ill enjoy dry while it lasts
worry,b Oh It was marathon sex mahasha
worry,b oh hahahahahaha but no seriously i tell the wait staff they look great all the time its the easiest nice thing to do
love,bPepsi throwback you taste so good in my belly
neutral,bthe day is almost over atlast i was able to through  with all the comments  Now waiting for the new blog from TED
worry,b ok maybe not angry just with very little sense
relief,b Thanks for all of the awesome tweets LeeLoo glad you enjoyed the weekend
worry,b Eat it its good for you
sadness,b please dont tell me theyve cut the price of macbooks although if photoshop has been reduced thatd be great
love,bHanded out evaluation forms to my marketing  tutees today one filled out that I was aloof amp condescending The rest love me though
neutral,bgraduates college on saturday
relief,b Good mornin to ya
worry,bcalling mum too ask if she can by icecream
happiness,b ha Apparently I talk with a posh accent according to the ppl I saw in the Shire lastdressed very feminely Makes you chuckle
love,b Cheers  Id like to thank zBrush for making it all possible
worry,b I didnt mean you were incompetent But I totally am
happiness,b   I can definitely appreciate this The simple things that make my day
happiness,b Same here  coffee is the lifeline to all things good
worry,b yes but  are on the wrong wireless plan
happiness,bGoing to the Star Trek premier tomorrow night uber stoked I dont care if Im a nerd Star Trek is amazecore
fun,bBon Voyage birthday Brother  Mccarran cyah again vegas in july havent slept yet amp class     such a fun weekend
happiness,b learn twheaded boy by nutreal milk hotel
relief,b Yesi was red like a lobster for dayscuz im too pale but today finally got a nice color 
love,b when you see Jackson later today give him hugs n kisses from me
enthusiasm,b i hope you feel better way soon
neutral,bthe bone along the outside of ur feet  do a caterpillar crawl of the sides  spine relief  reflexology works
fun,b thanksI even washed behind my furry ears  you look marvelous too
neutral,bStaff meeting today with JoeMoit just wont be the same Travel safely  see you tomorrow
neutral,bPlease read my friends post and leave a comment  
fun,b did you find them Tell us how they turn out wont you Were making blueberry pancakes this morning
neutral,b  hmm whats ur fav movie tv shows
neutral,bWhich do you prefer Hamdemic Aporkalypse or Parmageddon
neutral,bthats two and a half hours completed now chillaxing until half 
sadness,b just make sure you have it well done
sadness,bGood Morning   
worry,bHavent a clue about this twitter
neutral,b lol Thanks for the morning Chuckle   Not sure if you follow me Please check
neutral,b wutz good i sent u that emai again get at me girl    
neutral,b Good Morning
love,bHappy Star Wars Day
happiness,bphilosophy final today thank you  its  days now
fun,bHope my roommates having a good morning without TP and soap
fun,bschool  days  so exited Amazing premier 
happiness,bcall me einstein got math test results A  hell yesss
neutral,b Ill keep that in mind if I decide to add an LA leg  to my westt coast stint in June
relief,b Already fixed that actually
love,b Good morning  Duh Must get my brain in gear before tweeting
happiness,bgoing  back to bed  for a  nap Im starving  tty l
neutral,b It rained here too
neutral,b i saw this  week diet that was no sugar no rice no wheat no potatoes as much protein as you want So i just did no sugar
sadness,bsitting in katies house with jo the other two are away doing stuff and i have swine flu  and bronchitis but thats a diff story
neutral,bWild Oats Pinot Grigio  v easy to drink
neutral,bPlaying at THE HAVEN tonight with Cassandra Wilcox Patrick Bell Ben Bloss amp Bucket of Nails Doors are at pm   Under  
sadness,b I get motivated by the fact that I know Ill wake up and be more productive if I go then if I sleep in just me though
neutral,b My mind is going to the gutter
happiness,b I like mine green  Just somehow doesnt taste minty otherwise  heh heh
neutral,bI need a coffee
happiness,b Bom dia Utisson
happiness,b Cmon I like the superpower explanation better LOL
neutral,b learn twoheaded boy by nutreal milk hotel
worry,b The ball is in motion I have to type up concepts in outline format we could develop those to ensure we deliver greatness
worry,b what do you think ill be doing tonight
worry,b I might give it another go
happiness,b It was a great day
surprise,bI couldnt have planned a better surprise party for my hubby
neutral,b I think Ill target its original release date which is July th  Enough time to raise faux or ironic interest
happiness,b Weather reports of a week of upper s make me happy  Perfect running weather
neutral,b  Just seen the kiosk at Central Station Nice job
surprise,b Thank you
worry,b I saw your tweet a couple of weeks ago that had that hashtag so wanted to contribute since I am a huge Mitch fan
worry,b ohhhhh with ya
worry,bPassed  views of my YouTube videos
fun,b Good night
love,b Morning Chip  loved the new html format on your ezine
love,b I thimk you were working on those muscles we love so much
hate,b ok so Im having a complete insomniac moment Its amalmost and Im STILL awake I hate when I cant stop thinking  mornin
surprise,b A thats amazing though Ive never been to a SoCo or JM concertbut once Zac hanson gave me his drumstick
neutral,b you should not be wasting the may bank holiday in the crappy north you should be down south in brighton where the partys at
happiness,b hahaha i was like O DOUGIE THATS HARSH are you happy he replied
happiness,b ill buy you one
neutral,b Aha both same length touche
neutral,b hey free
happiness,bLast day of college today
neutral,b well I was under the impression most people have the urge to buy new sofas  To be fair were not tiling we have a man for that
neutral,bGood morning
neutral,b e ah Ghost in the Shell  meu anime favorito assistiu
love,btrainwreck nicee
enthusiasm,bon the way to nanny  school starts tomorrow one step closer to being a teacher
neutral,bgetting nails done how relaxing benji is only  hours away
happiness,b Sounds like fun I think LOL I naughty should be ironing and watching NK porn on youtube instead LMAO
neutral,bis getting ready to go over to the apartment
surprise,bMashup Monday In honour of the swine flu hysteria   
sadness,b i want to experience snow  we dont have snow here and it sucks
neutral,bIn bed A cuppa Tv on All this while husband is cooking Life is sweet
happiness,bjust woke upbusy busy busy daybake bbyshower cupcakes and jays bday cake bleach hair again amp see my boo
relief,b that would be great  thanks
happiness,b lol  congrats
relief,b Starting a new week  Going to the GYM today  Hi to everyone
sadness,bEating a bagel  yummy
neutral,b Thanks
happiness,bim glad we did a good job
worry,b  I think your friend is thinking of Jonathan not Danny
relief,bCame home early from school to catch up on my lack of sleep Thanks 
love,bSo Im REALLY considering it at the moment  Same days but even more money Harder work though but cant imagine harder than I do now
fun,bClambering about in crashed cars Hilarious fun
happiness,b  Now I need to find the Keynote one At least I know where to go ScreenCastsOnline
happiness,b what did someone do and good morning
neutral,bamp more ltcriminy cuteness  sinfest
neutral,b Yep getting some material together for my st USA pitch to realtors Havent quite worked out the angle yet but itll come
neutral,bn case you missed the show yesterday  heres a chance to listen again on the BBC iPlayer  enjoy  
worry,b babe im just fuckin around  just bored  no need to worry
happiness,b Followers   Morefor Twitter Party
